632,折,合体,H1,扌,斤,,,,,,,,
633,抓,合体,H1,扌,爪,,,,,,,,
634,扳,合体,H1,扌,反,,,,,,,,
635,抡,合体,H1,扌,仑,,,,,,,,
636,扮,合体,H1,扌,分,,,,,,,,
637,抢,合体,H1,扌,仓,,,,,,,,
639,坎,合体,H1,土,欠,,,,,,,,
640,均,合体,H1,土,匀,,,,,,,,
641,抑,合体,H1,扌,卬,,,,,,,,
642,抛,合体,H1,扌,抛右,,,,,,,,
643,投,合体,H1,扌,殳,,,,,,,,
644,坟,合体,H1,土,文,,,,,,,,
645,坑,合体,H1,土,亢,,,,,,,,
646,抗,合体,H1,扌,亢,,,,,,,,
647,坊,合体,H1,土,方,,,,,,,,
648,抖,合体,H1,扌,斗,,,,,,,,
649,护,合体,H1,扌,户,,,,,,,,
652,块,合体,H1,土,夬,,,,,,,,
653,扭,合体,H1,扌,丑,,,,,,,,
655,把,合体,H1,扌,巴,,,,,,,,
656,报,合体,H1,扌,报右,,,,,,,,
657,拟,合体,H1,扌,以,,,,,,,,
659,抒,合体,H1,扌,予,,,,,,,,
678,杆,合体,H1,木,干,,,,,,,,
679,杠,合体,H1,木,工,,,,,,,,
680,杜,合体,H1,木,土,,,,,,,,
681,材,合体,H1,木,才,,,,,,,,
682,村,合体,H1,木,寸,,,,,,,,
683,杖,合体,H1,木,丈,,,,,,,,
685,杉,合体,H1,木,彡,,,,,,,,
687,极,合体,H1,木,及,,,,,,,,
689,杨,合体,H1,木,𠃓,,,,,,,,
706,歼,合体,H1,歹,千,,,,,,,,
709,轩,合体,H1,车,干,,,,,,,,
715,盯,合体,H1,目,丁,,,,,,,,
717,时,合体,H1,日,寸,,,,,,,,
723,吱,合体,H1,口,支,,,,,,,,
724,吠,合体,H1,口,犬,,,,,,,,
725,呕,合体,H1,口,区,,,,,,,,
727,旷,合体,H1,日,广,,,,,,,,
729,呀,合体,H1,口,牙,,,,,,,,
730,吨,合体,H1,口,屯,,,,,,,,
735,吵,合体,H1,口,少,,,,,,,,
738,呐,合体,H1,口,内,,,,,,,,
739,听,合体,H1,口,斤,,,,,,,,
740,吟,合体,H1,口,今,,,,,,,,
741,吩,合体,H1,口,分,,,,,,,,
742,呛,合体,H1,口,仓,,,,,,,,
743,吻,合体,H1,口,勿,,,,,,,,
744,吹,合体,H1,口,欠,,,,,,,,
745,呜,合体,H1,口,乌,,,,,,,,
746,吭,合体,H1,口,亢,,,,,,,,
747,吧,合体,H1,口,巴,,,,,,,,
749,吼,合体,H1,口,孔,,,,,,,,
